"wavelength","Geothite","hematite","gypsum","calcite","kaolinite_114","kaolinite_113","montmorillinite_126","monmorillinite_127","illite_121","illite_120","kaol_smect_124","kaol_smect_125"
860,0.1311,0.2319,0.9236040467,0.961000435,0.9187,0.7926927884,0.733,0.7876179487,0.6593,0.310020087,0.5192309049,0.5712178363
861,0.1308,0.2316,0.9231554796,0.9614898014,0.9185,0.7922115969,0.7329,0.787814094,0.6592,0.3095738709,0.519306933,0.5712115037
862,0.1306,0.2313,0.9229282212,0.9618774968,0.9183,0.7917494763,0.7327,0.7880275951,0.6591,0.3092025576,0.5193889167,0.5712757337
863,0.1303,0.231,0.9228934225,0.9621658792,0.9182,0.7913053561,0.7326,0.7882446569,0.6589,0.3088942779,0.5194755253,0.5714002774
864,0.1301,0.2308,0.9230222341,0.9623573067,0.9182,0.7908781655,0.7324,0.7884514841,0.6586,0.3086371629,0.5195654284,0.5715748861
865,0.1299,0.2306,0.9232858067,0.9624541376,0.9182,0.7904668339,0.7323,0.7886342816,0.6584,0.3084193435,0.5196572954,0.5717893108
866,0.1296,0.2305,0.9236552911,0.9624587301,0.9182,0.7900702908,0.7321,0.7887792542,0.6581,0.3082289507,0.5197497958,0.5720333027
867,0.1294,0.2304,0.9241018379,0.9623734421,0.9182,0.7896874655,0.732,0.7888726068,0.6578,0.3080541153,0.519841599,0.5722966131
868,0.1292,0.2304,0.9245965978,0.962200632,0.9182,0.7893172873,0.7319,0.788900544,0.6576,0.3078829683,0.5199313746,0.572568993
869,0.129,0.2304,0.9251107216,0.9619426578,0.9182,0.7889586857,0.7318,0.7888492708,0.6573,0.3077036407,0.520017792,0.5728401937
870,0.1288,0.2305,0.92561536,0.9616018778,0.9181,0.78861059,0.7318,0.7887049919,0.6571,0.3075042635,0.5200995207,0.5730999664
871,0.1286,0.2306,0.9260816636,0.9611806499,0.918,0.7882719296,0.7317,0.7884539122,0.6569,0.3072729674,0.5201752301,0.5733380621
872,0.1284,0.2308,0.9264854633,0.9606847525,0.9178,0.7879429024,0.7318,0.7880879834,0.6568,0.3070015877,0.5202438246,0.5735469115
873,0.1282,0.231,0.9268213098,0.9601336438,0.9176,0.7876287801,0.7318,0.7876221454,0.6567,0.3066967754,0.520305148,0.5737296619
874,0.1281,0.2313,0.9270884339,0.959550202,0.9174,0.7873361029,0.7319,0.7870770848,0.6566,0.306368886,0.5203592789,0.5738921404
875,0.1279,0.2316,0.9272860667,0.9589573053,0.9171,0.7870714111,0.732,0.7864734885,0.6565,0.3060282747,0.520406296,0.5740401737
876,0.1277,0.2319,0.9274134388,0.9583778322,0.9168,0.7868412449,0.732,0.7858320432,0.6565,0.3056852969,0.5204462781,0.5741795887
877,0.1275,0.2323,0.9274697812,0.9578346607,0.9166,0.7866521447,0.7321,0.7851734358,0.6565,0.3053503079,0.5204793037,0.5743162124
878,0.1274,0.2327,0.9274543246,0.9573506692,0.9163,0.7865106505,0.7321,0.7845183528,0.6566,0.305033663,0.5205054516,0.5744558715
879,0.1272,0.233,0.9273663,0.9569487359,0.9161,0.7864233027,0.7321,0.7838874812,0.6566,0.3047457175,0.5205248005,0.5746043929
880,0.1271,0.2334,0.9272049382,0.9566517391,0.916,0.7863966415,0.7321,0.7833015076,0.6567,0.3044968268,0.5205374289,0.5747676034
881,0.1269,0.2338,0.9269694701,0.956482557,0.9159,0.7864372071,0.7319,0.7827811188,0.6568,0.3042973461,0.5205434156,0.57495133
882,0.1268,0.2341,0.9266591265,0.956464068,0.916,0.7865515398,0.7318,0.7823470017,0.6569,0.3041576308,0.5205428393,0.5751613996
883,0.1267,0.2344,0.9262731382,0.9566191502,0.9161,0.7867461798,0.7315,0.7820198429,0.657,0.3040880362,0.5205357786,0.5754036388
884,0.1266,0.2347,0.9258133901,0.9569594448,0.9163,0.7870244262,0.7311,0.7818158762,0.6571,0.3040948018,0.5205223416,0.5756820497
885,0.1264,0.2349,0.9252923836,0.9574516441,0.9167,0.7873766133,0.7307,0.7817335229,0.6572,0.304167704,0.5205027538,0.5759933344
886,0.1263,0.2352,0.9247252737,0.9580512032,0.9171,0.7877898342,0.7302,0.7817667513,0.6573,0.3042924034,0.5204772704,0.5763323701
887,0.1262,0.2354,0.9241272158,0.9587135775,0.9175,0.7882511821,0.7297,0.7819095297,0.6573,0.3044545606,0.5204461462,0.5766940338
888,0.1261,0.2356,0.9235133651,0.9593942219,0.918,0.7887477502,0.7292,0.7821558265,0.6574,0.3046398361,0.5204096362,0.5770732027
889,0.126,0.2358,0.9228988768,0.9600485918,0.9184,0.7892666315,0.7287,0.78249961,0.6575,0.3048338907,0.5203679955,0.577464754
890,0.1259,0.2359,0.9222989062,0.9606321422,0.9189,0.7897949192,0.7283,0.7829348484,0.6575,0.3050223848,0.5203214789,0.5778635648
891,0.1258,0.2361,0.9217286086,0.9611003284,0.9193,0.7903197064,0.7279,0.7834555101,0.6575,0.305190979,0.5202703416,0.5782645124
892,0.1257,0.2364,0.9212031392,0.9614086055,0.9196,0.7908280864,0.7276,0.7840555634,0.6575,0.305325334,0.5202148384,0.5786624737
893,0.1256,0.2366,0.9207376532,0.9615124288,0.9198,0.7913071522,0.7275,0.7847289765,0.6575,0.3054111104,0.5201552243,0.5790523261
894,0.1256,0.2368,0.9203473059,0.9613672533,0.92,0.7917439969,0.7275,0.7854697178,0.6575,0.3054339686,0.5200917544,0.5794289466
895,0.1255,0.2371,0.9200421336,0.9609455993,0.9199,0.7921257695,0.7276,0.7862679633,0.6574,0.305383138,0.5200251143,0.579787365
896,0.1254,0.2374,0.9198116965,0.9602882477,0.9198,0.7924398413,0.7279,0.7870987194,0.6573,0.3052621223,0.5199577125,0.5801232219
897,0.1253,0.2378,0.9196404358,0.959453044,0.9195,0.7926736397,0.7283,0.7879332001,0.6571,0.3050779936,0.5198923881,0.5804323105
898,0.1253,0.2382,0.9195127928,0.9584978343,0.9192,0.7928145917,0.7287,0.7887426196,0.657,0.3048378244,0.5198319803,0.5807104238
899,0.1252,0.2386,0.9194132088,0.9574804641,0.9188,0.7928501246,0.7292,0.789498192,0.6568,0.304548687,0.5197793282,0.5809533551
900,0.1252,0.2391,0.9193261249,0.9564587795,0.9184,0.7927676656,0.7297,0.7901711313,0.6567,0.3042176535,0.5197372711,0.5811568975
901,0.1252,0.2396,0.9192359826,0.955490626,0.9179,0.7925546418,0.7302,0.7907326516,0.6565,0.3038517964,0.519708648,0.5813168442
902,0.1251,0.2402,0.9191272229,0.9546338497,0.9174,0.7921984805,0.7306,0.7911539671,0.6563,0.303458188,0.5196962981,0.5814289884
903,0.1251,0.2408,0.9189842871,0.9539462961,0.917,0.7916866088,0.731,0.7914062919,0.6562,0.3030439005,0.5197030606,0.5814891233
904,0.125,0.2414,0.9187916166,0.9534858112,0.9166,0.7910064539,0.7313,0.7914608399,0.656,0.3026160062,0.5197317746,0.5814930419
905,0.125,0.2421,0.918537901,0.9532925455,0.9162,0.7901552866,0.7314,0.791300237,0.6559,0.3021808719,0.5197837168,0.5814392746
906,0.1249,0.2429,0.9182288244,0.9533358685,0.9159,0.7891697523,0.7314,0.7909527556,0.6558,0.3017420419,0.5198539137,0.5813372996
907,0.1249,0.2436,0.9178743193,0.9535674545,0.9157,0.7880963397,0.7313,0.7904580798,0.6557,0.3013023548,0.5199358294,0.5811993326
908,0.1249,0.2444,0.9174843181,0.9539389778,0.9155,0.7869815379,0.7311,0.7898558936,0.6556,0.3008646495,0.5200229279,0.5810375888
909,0.1249,0.2452,0.9170687533,0.9544021126,0.9155,0.7858718358,0.7309,0.7891858812,0.6555,0.3004317647,0.5201086732,0.5808642838
910,0.1249,0.2459,0.9166375575,0.9549085332,0.9155,0.7848137222,0.7306,0.7884877266,0.6553,0.300006539,0.5201865293,0.5806916329
911,0.1249,0.2467,0.9162006631,0.9554099139,0.9157,0.7838536861,0.7303,0.7878011139,0.6552,0.2995918112,0.5202499603,0.5805318517
912,0.1249,0.2474,0.9157680027,0.9558579289,0.9159,0.7830382164,0.73,0.7871657272,0.655,0.2991904201,0.5202924302,0.5803971555
913,0.1249,0.248,0.9153495087,0.9562042526,0.9163,0.782413802,0.7297,0.7866212506,0.6549,0.2988052043,0.520307403,0.5802997599
914,0.1248,0.2486,0.9149551136,0.9564005591,0.9168,0.7820269318,0.7294,0.7862073681,0.6547,0.2984390027,0.5202883428,0.5802518802
915,0.1248,0.2492,0.914593793,0.9564125999,0.9174,0.781907299,0.7291,0.7859512534,0.6544,0.2980943515,0.5202309241,0.5802632174
916,0.1248,0.2496,0.9142706944,0.9562624347,0.9181,0.7820174139,0.7289,0.7858300387,0.6542,0.2977725783,0.520139663,0.5803334143
917,0.1249,0.2501,0.9139900083,0.9559862003,0.9189,0.782302991,0.7288,0.7858083455,0.6539,0.2974747081,0.5200212865,0.5804595992
918,0.1249,0.2506,0.9137559253,0.9556200335,0.9196,0.7827097448,0.7287,0.7858507956,0.6536,0.2972017659,0.5198825211,0.5806389004
919,0.1249,0.2511,0.9135726358,0.9552000712,0.9203,0.78318339,0.7286,0.7859220106,0.6534,0.296954777,0.5197300937,0.5808684463
920,0.125,0.2516,0.9134443304,0.9547624502,0.9209,0.7836696411,0.7287,0.7859866123,0.6531,0.2967347664,0.519570731,0.5811453652
921,0.125,0.2523,0.9133751997,0.9543433072,0.9213,0.7841142127,0.7288,0.7860092222,0.653,0.2965427592,0.5194111596,0.5814667854
922,0.125,0.253,0.9133694341,0.9539787791,0.9215,0.7844628192,0.729,0.7859544622,0.6529,0.2963797805,0.5192581064,0.5818298351
923,0.1251,0.2539,0.9134312243,0.9537050027,0.9215,0.7846611753,0.7292,0.7857869537,0.6528,0.2962468554,0.5191182981,0.5822316428
924,0.1251,0.2549,0.9135647607,0.9535581149,0.9212,0.7846549955,0.7296,0.7854713186,0.6529,0.2961450089,0.5189984613,0.5826693367
925,0.1251,0.2562,0.913768909,0.9535633601,0.9205,0.7844081011,0.7301,0.7849863441,0.653,0.2960742497,0.5189039347,0.5831390832
926,0.1252,0.2576,0.9140212351,0.9537024133,0.9196,0.7839567411,0.7306,0.7843674797,0.6533,0.2960305201,0.5188345037,0.583633201
927,0.1252,0.2591,0.9142939799,0.9539460571,0.9185,0.7833552711,0.7311,0.7836643408,0.6535,0.2960087457,0.5187885655,0.5841430469
928,0.1253,0.2607,0.9145593845,0.9542650742,0.9173,0.7826580466,0.7315,0.7829265423,0.6539,0.2960038524,0.5187645175,0.5846599774
929,0.1253,0.2623,0.9147896899,0.9546302473,0.916,0.7819194234,0.7319,0.7822036996,0.6542,0.2960107659,0.5187607568,0.5851753495
930,0.1254,0.264,0.914957137,0.9550123589,0.9147,0.7811937571,0.7321,0.7815454277,0.6545,0.2960244119,0.5187756809,0.5856805199
931,0.1254,0.2656,0.9150339669,0.9553821918,0.9136,0.7805354034,0.7321,0.7810013419,0.6548,0.2960397161,0.5188076868,0.5861668452
932,0.1255,0.2672,0.9149924206,0.9557105286,0.9126,0.7799987178,0.732,0.7806210574,0.655,0.2960516045,0.518855172,0.5866256822
933,0.1256,0.2687,0.914804739,0.9559681519,0.9119,0.7796380562,0.7315,0.7804541893,0.6551,0.2960550026,0.5189165336,0.5870483877
934,0.1256,0.2701,0.914451884,0.95613413,0.9114,0.7794887365,0.7307,0.7805335037,0.6551,0.2960445458,0.518988373,0.5874280676
935,0.1257,0.2714,0.9139497007,0.9562206736,0.9113,0.7795099267,0.7297,0.7808243697,0.6551,0.2960137082,0.5190601077,0.5877648254
936,0.1258,0.2726,0.9133227552,0.9562482789,0.9113,0.7796417572,0.7286,0.7812753074,0.6549,0.2959556732,0.5191193594,0.5880605135
937,0.1258,0.2738,0.9125956133,0.9562374424,0.9115,0.7798243583,0.7274,0.7818348369,0.6546,0.2958636245,0.5191537497,0.5883169844
938,0.1259,0.2748,0.9117928412,0.9562086602,0.9117,0.7799978605,0.7263,0.7824514783,0.6542,0.2957307455,0.5191509003,0.5885360908
939,0.126,0.2758,0.9109390047,0.9561824288,0.9119,0.7801023942,0.7253,0.7830737515,0.6538,0.2955502199,0.5190984327,0.5887196852
940,0.126,0.2768,0.9100586698,0.9561792444,0.9121,0.7800780896,0.7246,0.7836501766,0.6532,0.2953152313,0.5189839686,0.5888696202
941,0.1261,0.2777,0.9091764026,0.9562196034,0.9121,0.7798650773,0.7241,0.7841292737,0.6525,0.2950189631,0.5187951296,0.5889877484
942,0.1262,0.2786,0.9083107007,0.956318107,0.912,0.7794201191,0.7241,0.7844686827,0.6517,0.2946587967,0.5185258899,0.5890766411
943,0.1263,0.2795,0.9074557885,0.9564657763,0.9117,0.7787665033,0.7243,0.7846625225,0.6509,0.2942489047,0.5181956336,0.5891417455
944,0.1264,0.2804,0.9065998222,0.9566477374,0.9114,0.7779441495,0.7249,0.7847140321,0.6501,0.2938076571,0.5178300975,0.5891892277
945,0.1265,0.2813,0.9057309578,0.9568491164,0.9109,0.7769929775,0.7256,0.7846264502,0.6492,0.2933534243,0.5174550182,0.5892252534
946,0.1266,0.2823,0.9048373515,0.9570550394,0.9105,0.775952907,0.7263,0.7844030156,0.6484,0.2929045765,0.5170961325,0.5892559889
947,0.1267,0.2834,0.9039071594,0.9572506325,0.9102,0.7748638578,0.7271,0.7840469673,0.6477,0.2924794839,0.516779177,0.5892876
948,0.1268,0.2845,0.9029285375,0.9574210217,0.91,0.7737657496,0.7278,0.783561544,0.6471,0.2920965167,0.5165298885,0.5893262527
949,0.1269,0.2858,0.9018896421,0.9575513332,0.9099,0.7726985021,0.7283,0.7829499846,0.6467,0.2917740451,0.5163740037,0.589378113
950,0.1271,0.2871,0.90078513,0.9576332074,0.91,0.7716929852,0.7286,0.7822208922,0.6464,0.2915253056,0.5163296947,0.5894490241
951,0.1272,0.2886,0.8996356617,0.9576843426,0.9102,0.7707438697,0.7287,0.781404327,0.6463,0.2913429984,0.5163848756,0.5895435376
952,0.1273,0.2902,0.8984683982,0.9577289515,0.9106,0.7698367765,0.7286,0.7805357137,0.6462,0.2912146902,0.5165198959,0.5896658823
953,0.1274,0.2919,0.8973105009,0.9577912467,0.911,0.7689573264,0.7284,0.7796504766,0.6462,0.2911279475,0.5167151052,0.5898202871
954,0.1275,0.2937,0.8961891309,0.9578954408,0.9113,0.7680911403,0.7281,0.7787840405,0.6462,0.2910703368,0.516950853,0.5900109808
955,0.1276,0.2956,0.8951314494,0.9580657466,0.9117,0.7672238392,0.7277,0.7779718297,0.6462,0.2910294247,0.5172074888,0.5902421922
956,0.1278,0.2976,0.8941646176,0.9583263768,0.9119,0.7663410439,0.7274,0.777249269,0.646,0.2909927777,0.5174653622,0.59051815
957,0.1279,0.2997,0.8933157968,0.9587015438,0.9119,0.7654283754,0.7271,0.7766517827,0.6456,0.2909479623,0.5177048227,0.5908430833
958,0.1281,0.3019,0.8925991097,0.9592003776,0.9118,0.7644827132,0.7269,0.7762053776,0.6451,0.2908868277,0.5179087647,0.591218126
959,0.1282,0.3042,0.8919765258,0.9597716761,0.9114,0.7635459723,0.7267,0.7758983893,0.6445,0.2908183534,0.5180702621,0.5916320334
960,0.1284,0.3065,0.8913969762,0.9603491541,0.911,0.762671326,0.7266,0.7757097353,0.6438,0.2907558016,0.5181849336,0.5920704663
961,0.1285,0.3088,0.8908093919,0.9608665269,0.9105,0.7619119479,0.7266,0.7756183332,0.6432,0.2907124342,0.5182483981,0.5925190852
962,0.1287,0.311,0.8901627041,0.9612575094,0.91,0.7613210115,0.7266,0.7756031008,0.6426,0.2907015136,0.5182562742,0.5929635508
963,0.1288,0.3131,0.8894058437,0.9614558165,0.9096,0.7609516904,0.7266,0.7756429557,0.6423,0.2907363018,0.5182041806,0.5933895236
964,0.129,0.3151,0.888487742,0.9613951634,0.9092,0.7608571581,0.7266,0.7757168155,0.6423,0.290830061,0.5180877363,0.5937826643
965,0.1291,0.317,0.8873755575,0.9610369781,0.909,0.7610877391,0.7266,0.7758098556,0.6426,0.2909891192,0.5179100262,0.5941353062
966,0.1292,0.3187,0.8861093598,0.9604535416,0.909,0.7616823622,0.7266,0.7759322825,0.6431,0.2911920689,0.5177040007,0.5944664729
967,0.1294,0.3204,0.884747446,0.959744848,0.9091,0.7626771075,0.7267,0.7761005604,0.6439,0.2914105682,0.5175100766,0.594801861
968,0.1295,0.322,0.8833481133,0.9590108912,0.9094,0.7641080548,0.7269,0.7763311535,0.6448,0.2916162754,0.5173686707,0.5951671668
969,0.1297,0.3237,0.8819696586,0.9583516654,0.9098,0.7660112839,0.7272,0.7766405261,0.6458,0.291780849,0.5173201995,0.5955880867
970,0.1299,0.3254,0.8806703792,0.9578671646,0.9103,0.7684228748,0.7275,0.7770451422,0.6468,0.291875947,0.51740508,0.5960903171
971,0.13,0.3272,0.8794853092,0.9576362354,0.911,0.7713270893,0.7281,0.7775501489,0.6477,0.2918792535,0.5176460686,0.5966872213
972,0.1301,0.3291,0.8783564304,0.957653135,0.9117,0.7745009168,0.7287,0.7781154235,0.6485,0.2917925549,0.5179952822,0.5973428302
973,0.1303,0.3311,0.877202462,0.9578909731,0.9124,0.7776695286,0.7294,0.778689526,0.6492,0.2916236631,0.5183871771,0.5980088417
974,0.1305,0.3331,0.8759421229,0.9583228593,0.9131,0.780558096,0.7299,0.7792210167,0.6498,0.2913803901,0.5187562099,0.5986369535
975,0.1307,0.3351,0.8744941319,0.9589219034,0.9136,0.7828917903,0.7303,0.7796584556,0.6502,0.291070548,0.5190368372,0.5991788635
976,0.1308,0.3371,0.8727772082,0.9596612151,0.9139,0.7843957828,0.7306,0.7799504027,0.6505,0.2907019488,0.5191635156,0.5995862696
977,0.131,0.3392,0.8707507258,0.9605020328,0.9139,0.7848892842,0.7305,0.7800697053,0.6507,0.2902882297,0.519092927,0.5998329537
978,0.1312,0.3412,0.8685366793,0.9613581095,0.9137,0.7845676629,0.7302,0.780086359,0.6508,0.2898663292,0.5188706561,0.5999810349
979,0.1314,0.3431,0.8662977187,0.9621313271,0.9134,0.7837203264,0.7299,0.7800946466,0.6508,0.289479011,0.5185645129,0.6001147163
980,0.1316,0.3451,0.8641964936,0.9627235673,0.9131,0.7826366826,0.7295,0.7801888506,0.6508,0.2891690389,0.5182423075,0.6003182011
981,0.1318,0.347,0.8623956541,0.9630367119,0.9128,0.7816061392,0.7293,0.780463254,0.6509,0.2889791766,0.5179718499,0.6006756925
982,0.132,0.3489,0.8610578498,0.9629726426,0.9126,0.7809181037,0.7293,0.7810121393,0.651,0.2889521879,0.5178209501,0.6012713936
983,0.1322,0.3508,0.8602842217,0.9624758117,0.9126,0.7807880151,0.7295,0.7818920727,0.6512,0.2891094633,0.517836458,0.6021541018
984,0.1323,0.3526,0.8599298753,0.9616609527,0.9128,0.7811354368,0.73,0.7830087534,0.6516,0.2893868998,0.5179813818,0.6032309902
985,0.1325,0.3545,0.8597884074,0.9606853697,0.9131,0.7818059631,0.7306,0.7842301638,0.6519,0.2896990215,0.5181977692,0.6043738262
986,0.1327,0.3564,0.8596534146,0.9597063668,0.9135,0.7826451887,0.7313,0.7854242864,0.6523,0.2899603523,0.5184276684,0.6054543771
987,0.133,0.3583,0.8593184934,0.958881248,0.914,0.783498708,0.7319,0.7864591039,0.6525,0.2900854161,0.518613127,0.6063444102
988,0.1332,0.3603,0.8585772406,0.9583673173,0.9144,0.7842121156,0.7325,0.7872025987,0.6527,0.2899887368,0.518696193,0.6069156928
989,0.1334,0.3625,0.8572978512,0.9582699304,0.9149,0.7846649723,0.7329,0.7875618542,0.6526,0.2896147681,0.51863614,0.6070837217
990,0.1337,0.3647,0.8556469132,0.9584866496,0.9153,0.7848727048,0.7331,0.787600358,0.6525,0.2890276828,0.5184611444,0.6069389111
991,0.1339,0.3669,0.8538656132,0.9588630888,0.9158,0.7848847061,0.7333,0.7874206985,0.6522,0.2883215833,0.5182166083,0.6066154046
992,0.1341,0.3692,0.8521951377,0.959244862,0.9162,0.7847503694,0.7334,0.7871254643,0.6519,0.2875905721,0.5179479336,0.6062473459
993,0.1344,0.3715,0.850876673,0.9594775829,0.9167,0.7845190876,0.7335,0.7868172436,0.6517,0.2869287517,0.5177005226,0.6059688787
994,0.1346,0.3738,0.8501514056,0.9594068657,0.9172,0.7842402538,0.7337,0.7865986251,0.6515,0.2864302246,0.5175197773,0.6059141466
995,0.1349,0.376,0.8501888005,0.9589382547,0.9178,0.7839586869,0.734,0.7865530459,0.6515,0.2861635467,0.5174387879,0.6061797362
996,0.1351,0.3782,0.8508714368,0.9582170167,0.9184,0.7837009094,0.7343,0.7866873382,0.6516,0.2860950873,0.5174413978,0.6067120051
997,0.1353,0.3804,0.8520101719,0.9574483492,0.919,0.7834888697,0.7347,0.7869891829,0.6517,0.2861656691,0.5174991385,0.607419754
998,0.1356,0.3826,0.8534158632,0.9568374494,0.9196,0.7833445161,0.7352,0.7874462611,0.6519,0.2863161147,0.5175835413,0.6082117836
999,0.1358,0.3847,0.8548993684,0.9565895148,0.9203,0.7832897968,0.7357,0.7880462536,0.6521,0.2864872468,0.5176661377,0.6089968944
1000,0.1362,0.3869,0.856271545,0.9569097426,0.9209,0.7833466604,0.7361,0.7887768413,0.6523,0.2866198882,0.5177184593,0.609683887
1001,0.1365,0.3891,0.8573873752,0.9579276869,0.9216,0.7835251514,0.7366,0.7896159777,0.6525,0.2866675768,0.5177179481,0.6102018825
1002,0.1369,0.3914,0.8582783407,0.959470327,0.9222,0.7837876998,0.737,0.7905027061,0.6525,0.2866347121,0.517665689,0.6105612839
1003,0.1372,0.3936,0.8590200481,0.961288999,0.9228,0.784084832,0.7374,0.791366342,0.6525,0.2865384087,0.5175686773,0.6107928147
1004,0.1376,0.3959,0.8596881038,0.963135039,0.9234,0.7843670742,0.7375,0.7921362012,0.6524,0.2863957816,0.5174339084,0.6109271982
1005,0.1379,0.3981,0.8603581144,0.964759783,0.924,0.7845849527,0.7376,0.7927415994,0.6522,0.2862239453,0.5172683779,0.610995158
1006,0.1382,0.4004,0.8611056864,0.965914567,0.9246,0.7846889939,0.7374,0.7931118523,0.6518,0.2860400147,0.517079081,0.6110274175
1007,0.1385,0.4026,0.8619925324,0.9664233456,0.9252,0.7846478589,0.737,0.7932034705,0.6513,0.2858594294,0.516873268,0.6110506506
1008,0.1388,0.4047,0.8630247892,0.9664005483,0.9257,0.7845027482,0.7365,0.7930817443,0.6508,0.2856909287,0.5166592074,0.6110753336
1009,0.1391,0.4068,0.8641946996,0.9660332229,0.9261,0.784312997,0.7359,0.7928391589,0.6502,0.2855415764,0.5164454227,0.6111078932
1010,0.1394,0.4089,0.8654945067,0.9655084173,0.9263,0.7841379408,0.7353,0.7925681996,0.6496,0.2854184369,0.5162404371,0.611154756
1011,0.1398,0.4109,0.8669164532,0.9650131796,0.9263,0.7840369148,0.7348,0.7923613515,0.6491,0.285328574,0.5160527741,0.6112223488
1012,0.1402,0.4128,0.8684527822,0.9647345577,0.926,0.7840692543,0.7344,0.7923111,0.6487,0.2852790519,0.5158909569,0.6113170984
1013,0.1405,0.4147,0.8700904018,0.9648053021,0.9254,0.7842716856,0.7343,0.7924829871,0.6484,0.2852710284,0.5157627185,0.6114451503
1014,0.1408,0.4165,0.8717948818,0.9651409735,0.9245,0.7845904979,0.7344,0.7928347824,0.6483,0.2852820355,0.5156726296,0.6116115259
1015,0.1411,0.4183,0.8735264572,0.9656028353,0.9236,0.7849493716,0.7345,0.7932973123,0.6484,0.2852836991,0.5156244706,0.6118209655
1016,0.1414,0.4201,0.875245363,0.9660521505,0.9227,0.7852719869,0.7348,0.7938014032,0.6485,0.2852476451,0.5156220218,0.6120782094
1017,0.1417,0.4221,0.8769118342,0.9663501826,0.9219,0.7854820241,0.735,0.7942778815,0.6487,0.2851454992,0.5156690637,0.6123879979
1018,0.142,0.4241,0.878486106,0.9663581947,0.9214,0.7855031635,0.7352,0.7946575737,0.649,0.2849488874,0.5157693766,0.6127550712
1019,0.1424,0.4263,0.8799410429,0.9659843963,0.9213,0.7852921886,0.7353,0.794889407,0.6493,0.2846422387,0.5159223115,0.6131782526
1020,0.1428,0.4286,0.8813000281,0.9653247811,0.9215,0.7849382966,0.7353,0.7949947117,0.6496,0.2842611949,0.5161095033,0.6136326967
1021,0.1432,0.4308,0.8825990743,0.9645222889,0.922,0.7845637883,0.7354,0.7950129188,0.6499,0.2838542014,0.5163081573,0.6140876409
1022,0.1435,0.4329,0.8838741942,0.9637198595,0.9227,0.7842909642,0.7355,0.7949834595,0.6502,0.2834697033,0.516495479,0.6145123228
1023,0.1437,0.4349,0.8851614005,0.9630604328,0.9237,0.784242125,0.7358,0.7949457648,0.6504,0.2831561458,0.5166486738,0.61487598
1024,0.144,0.4366,0.8864941711,0.9626820464,0.9248,0.7845329953,0.7363,0.7949378451,0.6505,0.2829604265,0.5167459034,0.6151495243
1025,0.1444,0.438,0.8878476796,0.9626099891,0.926,0.7851280549,0.737,0.7949650336,0.6505,0.28289385,0.5167873242,0.6153423801
1026,0.1448,0.4393,0.8891387957,0.9627568004,0.9271,0.7858405384,0.7377,0.794999986,0.6504,0.2829321276,0.5167950868,0.6155024841
1027,0.1452,0.4407,0.8902818541,0.963030118,0.9277,0.7864771048,0.7383,0.7950139376,0.6502,0.2830494233,0.5167922982,0.6156794475
1028,0.1456,0.4423,0.8911911897,0.9633375793,0.9278,0.7868444129,0.7386,0.7949781237,0.65,0.2832199009,0.5168020654,0.6159228815
1029,0.1459,0.4442,0.8917859795,0.9635901795,0.927,0.786756611,0.7386,0.7948653869,0.6498,0.2834175936,0.5168463694,0.6162802445
1030,0.1462,0.4465,0.8920967741,0.9637761391,0.9256,0.7862001086,0.7381,0.7946855454,0.6496,0.2836135277,0.5169212943,0.6167494811
1031,0.1467,0.4489,0.8922654978,0.9639609039,0.9239,0.785333576,0.7375,0.7944853928,0.6494,0.2837757225,0.5169970276,0.6172790222
1032,0.1471,0.4512,0.8924389174,0.9642132774,0.9223,0.7843231734,0.7369,0.7943133302,0.6494,0.2838720666,0.5170426303,0.6178151457
1033,0.1476,0.4534,0.8927637993,0.9646020632,0.9212,0.7833350607,0.7364,0.7942177588,0.6494,0.2838704488,0.5170271639,0.6183041297
1034,0.148,0.4551,0.8933814825,0.9651910433,0.9211,0.7825324958,0.7362,0.7942452421,0.6496,0.2837406144,0.5169214004,0.6186939819
1035,0.1484,0.4563,0.8943084669,0.9659285117,0.9219,0.782011989,0.7365,0.7944000806,0.65,0.2834950126,0.5167354615,0.6189724933
1036,0.1488,0.4574,0.8954364136,0.9666472739,0.9233,0.7818033028,0.737,0.7946443111,0.6504,0.2831887962,0.516518818,0.619167238
1037,0.1492,0.4583,0.896651556,0.967175114,0.9249,0.7819332978,0.7376,0.7949381332,0.6507,0.2828789751,0.5163226517,0.6193075197
1038,0.1496,0.4594,0.8978401273,0.9673398163,0.9262,0.7824288345,0.7384,0.7952417462,0.6509,0.2826225588,0.5161981445,0.6194226423
1039,0.1501,0.4607,0.8988917626,0.9669775018,0.9269,0.7833120985,0.7391,0.795516151,0.6509,0.2824738142,0.5161940935,0.6195415786
1040,0.1505,0.4623,0.8997743342,0.9661160395,0.927,0.7844977547,0.7398,0.7957407761,0.6507,0.2824239244,0.5163044497,0.6196856942
1041,0.1509,0.4641,0.9005339517,0.9649750456,0.9267,0.7857929473,0.7402,0.7959134785,0.6504,0.2824009887,0.5164683176,0.619868747
1042,0.1513,0.466,0.9012201265,0.9637824737,0.9264,0.7870001456,0.7405,0.796032916,0.6499,0.2823303637,0.5166224175,0.6201041641
1043,0.1517,0.468,0.90188237,0.9627662769,0.9264,0.7879218189,0.7404,0.7960977467,0.6495,0.2821374058,0.5167034693,0.6204053725
1044,0.1521,0.4699,0.9025679868,0.962146404,0.927,0.7883675217,0.7401,0.7961077743,0.6491,0.281751368,0.5166505515,0.6207851407
