"wavelength","Geothite","hematite","gypsum","calcite","kaolinite_114","kaolinite_113","montmorillinite_126","monmorillinite_127","illite_121","illite_120","kaol_smect_124","kaol_smect_125"
1400,0.3531,0.8169,0.6249356776,0.9594454623,0.7164,0.4741464609,0.6275,0.5454325597,0.4783,0.3367840242,0.4764490998,0.5590343443
1401,0.3531,0.8166,0.6218601249,0.9586300971,0.7174,0.4763330405,0.6225,0.5400268003,0.4717,0.33623962,0.475262336,0.5566020376
1402,0.3531,0.8161,0.6184608577,0.9579001208,0.7191,0.4794883381,0.6178,0.5349336761,0.4658,0.3358041605,0.4738560299,0.5541409296
1403,0.3531,0.8155,0.6144728059,0.9574912622,0.7218,0.4845580896,0.6134,0.5298198576,0.4606,0.3355068482,0.4721775286,0.5517010995
1404,0.3531,0.8149,0.6096415874,0.9576295813,0.726,0.492412714,0.6095,0.5243638871,0.4558,0.3353751358,0.4701758091,0.549326622
1405,0.3531,0.8141,0.6039586477,0.9583187593,0.7308,0.5021903383,0.606,0.5185173573,0.4515,0.3353962237,0.4678373322,0.5469234809
1406,0.3531,0.8135,0.5976612597,0.9593400988,0.7342,0.5112967976,0.6029,0.5125049115,0.4477,0.3355170603,0.4651860427,0.5442595684
1407,0.3531,0.8129,0.5909973846,0.9604652334,0.734,0.51706261,0.6,0.506563065,0.4445,0.3356828439,0.4622475151,0.5410967725
1408,0.3531,0.8125,0.5842149836,0.961465797,0.7281,0.5168182938,0.5975,0.5009283328,0.442,0.3358387727,0.459047324,0.5371969815
1409,0.3531,0.8123,0.5775560285,0.9621195292,0.7145,0.5080518041,0.5952,0.4958312566,0.4401,0.3359312377,0.4556198173,0.5323441155
1410,0.3531,0.8123,0.5711247388,0.962344601,0.6943,0.4918721501,0.5932,0.4913649905,0.439,0.3359340588,0.4522011298,0.5268288306
1411,0.353,0.8126,0.5648875812,0.9621996155,0.6719,0.4730093944,0.5918,0.487485301,0.4389,0.3358484852,0.4492291832,0.5214485185
1412,0.353,0.8131,0.5588050336,0.9617492813,0.6518,0.4563510372,0.5912,0.4841419812,0.44,0.3356769587,0.4471506726,0.5170226032
1413,0.353,0.8136,0.5528375734,0.961058307,0.6385,0.4467845783,0.5916,0.4812848242,0.4425,0.3354219208,0.4464122928,0.5143705083
1414,0.353,0.8143,0.5469443399,0.9601928652,0.6364,0.4490214275,0.5932,0.4788676731,0.4465,0.3350879712,0.4474420571,0.5142806923
1415,0.353,0.815,0.5410536859,0.9592527996,0.6459,0.4637229162,0.5961,0.4769375208,0.452,0.3347293387,0.4502382945,0.5168294128
1416,0.353,0.8156,0.5350631781,0.9583716248,0.664,0.4875002976,0.5998,0.4756345104,0.4588,0.3344498812,0.4543696499,0.5213807256
1417,0.353,0.8162,0.5288690448,0.9576843195,0.6875,0.5167887349,0.6039,0.4751028347,0.4667,0.3343556146,0.4593860866,0.5272677218
1418,0.353,0.8166,0.5223675142,0.9573258622,0.7131,0.548023391,0.6083,0.4754866865,0.4756,0.3345525546,0.4648375675,0.5338234921
1419,0.353,0.8168,0.5154637539,0.9574249638,0.7375,0.5777125657,0.6124,0.4769229977,0.4851,0.3351416412,0.4702818882,0.5403940693
1420,0.3531,0.8168,0.5082685433,0.9579661772,0.7592,0.6040467062,0.6162,0.4793816937,0.4951,0.336107068,0.4754569929,0.5466231474
1421,0.3531,0.8168,0.5010982725,0.958789897,0.7782,0.6268984072,0.6198,0.4826656937,0.5052,0.3373162829,0.4802809744,0.5524520823
1422,0.3531,0.8168,0.4942782718,0.9597302502,0.7946,0.6462134001,0.6235,0.4865706558,0.5152,0.3386316573,0.4846797579,0.5578351713
1423,0.3531,0.8169,0.4881338711,0.9606213636,0.8085,0.6619374164,0.6274,0.490892238,0.5248,0.3399155632,0.4885792685,0.5627267122
1424,0.3531,0.8174,0.4829752504,0.9613014919,0.82,0.6740345517,0.6317,0.4954291329,0.5337,0.3410345439,0.4919098001,0.5670839055
1425,0.3531,0.818,0.4787641375,0.9617038229,0.8295,0.6828912769,0.6364,0.5000498283,0.5419,0.3419510948,0.49470212,0.5709307263
1426,0.3531,0.8188,0.4751138084,0.9618564781,0.8372,0.6893164381,0.6414,0.5046926076,0.5492,0.3427236624,0.4970874697,0.5743579237
1427,0.3532,0.8193,0.471622389,0.9617917064,0.8436,0.6941372455,0.6465,0.5092987882,0.5557,0.3434148653,0.4992014589,0.5774591501
1428,0.3532,0.8194,0.4678880051,0.961541757,0.8491,0.6981809093,0.6516,0.513809688,0.5616,0.344087322,0.5011796974,0.580328058
1429,0.3532,0.8189,0.4635173786,0.961139589,0.8541,0.7022525243,0.6566,0.5181678996,0.5666,0.3448023873,0.5031536765,0.583056636
1430,0.3533,0.8178,0.4583149418,0.9606344983,0.8588,0.7066485285,0.6615,0.5223453396,0.571,0.345592346,0.5051601604,0.5856986089
1431,0.3533,0.8164,0.4522828372,0.9600921175,0.8631,0.7111567033,0.666,0.5263432486,0.5748,0.3464604133,0.5071411869,0.5882694374
1432,0.3534,0.815,0.4454318034,0.9595787895,0.8671,0.7155427148,0.6701,0.5301641422,0.578,0.3474085404,0.5090346751,0.5907829187
1433,0.3534,0.8139,0.4377725791,0.9591608569,0.8708,0.7195722287,0.6737,0.533810536,0.5808,0.3484386788,0.5107785441,0.5932528499
1434,0.3535,0.8133,0.4293202465,0.9589017366,0.8741,0.7230197664,0.6766,0.5372848917,0.5832,0.3495511887,0.5123131187,0.5956920297
1435,0.3535,0.8134,0.4201897931,0.9587975417,0.877,0.7258635216,0.679,0.5405884312,0.5853,0.3507098418,0.5136340549,0.5980902939
1436,0.3536,0.814,0.4105961116,0.9587770822,0.8796,0.7282853607,0.6811,0.543721137,0.5872,0.3518418205,0.5147923403,0.6004145156
1437,0.3536,0.8149,0.4007584384,0.9587662419,0.8817,0.7304760053,0.6829,0.5466829375,0.5888,0.3528727165,0.5158413682,0.6026305693
1438,0.3536,0.8161,0.3908960098,0.9586909046,0.8833,0.7326261771,0.6847,0.5494737613,0.5901,0.3537281215,0.5168345316,0.6047043297
1439,0.3537,0.8173,0.3812328148,0.9584807541,0.8845,0.7349182924,0.6867,0.5520941744,0.5914,0.3543370074,0.5178235177,0.6066026764
1440,0.3537,0.8186,0.3721021564,0.9581528769,0.8852,0.7373437466,0.6888,0.5545594052,0.5924,0.3547060953,0.5188207747,0.6083156031
1441,0.3538,0.8197,0.3639466506,0.9578117619,0.8857,0.7397029143,0.691,0.5568993443,0.5933,0.3549198549,0.5197995114,0.6098562182
1442,0.3539,0.8205,0.3572136667,0.9575656982,0.8861,0.7417878647,0.693,0.55914452,0.594,0.3550661363,0.5207312308,0.6112386346
1443,0.3539,0.8211,0.3523505738,0.957522975,0.8865,0.743390667,0.6948,0.5613254605,0.5946,0.3552327897,0.5215874359,0.6124769654
1444,0.354,0.8213,0.3497879862,0.957787355,0.8871,0.7443140155,0.6962,0.5634704602,0.5951,0.3555046927,0.5223405367,0.6135854991
1445,0.3541,0.821,0.3495711587,0.9583584978,0.888,0.7446049782,0.6971,0.5655564373,0.5955,0.3558983541,0.5229838065,0.6145825561
1446,0.3542,0.8205,0.3513599868,0.9591319595,0.8892,0.7445549978,0.6977,0.5675089333,0.5958,0.3563619137,0.5235313819,0.6154904886
1447,0.3543,0.8197,0.3547976113,0.9599987702,0.8904,0.7444661414,0.6981,0.5692512561,0.5961,0.3568405391,0.5239983066,0.6163318244
1448,0.3543,0.8187,0.3595271727,0.9608499597,0.8917,0.7446404765,0.6984,0.5707067136,0.5964,0.3572793975,0.5243996243,0.6171290909
1449,0.3544,0.8176,0.3651931751,0.9615769935,0.8931,0.7453693977,0.6987,0.5718019806,0.5969,0.3576267989,0.5247502894,0.6179047309
1450,0.3545,0.8166,0.3714714793,0.9620813532,0.8944,0.746698829,0.6991,0.5725411683,0.5975,0.3579033289,0.5250632032,0.6186792308
1451,0.3546,0.8157,0.378069303,0.9622745364,0.8956,0.7484292236,0.6994,0.5730058252,0.598,0.3582018496,0.5253492137,0.6194711212
1452,0.3546,0.8151,0.3846952272,0.9620684765,0.8966,0.7503503621,0.6996,0.5732808661,0.5986,0.3586183653,0.5256190796,0.6202988474
1453,0.3547,0.8149,0.3910578329,0.9613751065,0.8974,0.7522520252,0.6997,0.573451206,0.599,0.3592488802,0.5258835598,0.6211808548
1454,0.3548,0.8153,0.39687321,0.9601147136,0.8978,0.7539288154,0.6996,0.5735993503,0.5993,0.360183873,0.526152946,0.6221330971
1455,0.3549,0.8162,0.4020301568,0.958399725,0.8981,0.755286245,0.6994,0.5737523807,0.5994,0.3613867333,0.5264267936,0.6231142133
1456,0.355,0.8174,0.4065901799,0.9565347081,0.8981,0.7563407354,0.6992,0.5738819555,0.5994,0.3626937615,0.5266939206,0.6240255285
1457,0.355,0.8188,0.4106222947,0.9548325842,0.8983,0.7571135303,0.6989,0.5739573231,0.5994,0.3639357323,0.5269426788,0.6247658755
1458,0.3551,0.82,0.4141955167,0.9536062745,0.8985,0.7576258733,0.6989,0.5739477322,0.5993,0.3649434204,0.5271614195,0.6252340876
1459,0.3552,0.8209,0.4173775818,0.9531572967,0.8991,0.7579012296,0.6991,0.5738254244,0.5993,0.3655543444,0.5273392258,0.6253345225
1460,0.3553,0.8215,0.4202067937,0.9535248846,0.9,0.7580141572,0.6997,0.5736314839,0.5993,0.3657611274,0.5274820085,0.625098612
1461,0.3553,0.8217,0.422692024,0.954485988,0.9011,0.7580903072,0.7004,0.5734758376,0.5994,0.3657114975,0.5276125061,0.6246848613
1462,0.3554,0.8218,0.4248408648,0.9558061532,0.9023,0.7582575523,0.7013,0.5734714053,0.5995,0.3655599264,0.5277541886,0.6242573006
1463,0.3555,0.8218,0.4266609078,0.9572509266,0.9035,0.758643765,0.7023,0.5737311069,0.5995,0.365460886,0.5279305261,0.6239799603
1464,0.3555,0.8217,0.428160877,0.9585897933,0.9047,0.7593724369,0.7032,0.5743643655,0.5995,0.3655640547,0.5281643246,0.6240122703
1465,0.3556,0.8216,0.4293755267,0.9596828378,0.9056,0.7604662968,0.7042,0.5754001743,0.5994,0.3659088667,0.5284631202,0.6244078554
1466,0.3557,0.8215,0.4303656422,0.9604807432,0.9064,0.7618473108,0.7051,0.5767870968,0.5992,0.3664245118,0.5288191783,0.6251145351
1467,0.3557,0.8215,0.4311931406,0.9609381319,0.907,0.7634330637,0.7061,0.5784701995,0.5991,0.3670353868,0.5292241008,0.6260755286
1468,0.3558,0.8214,0.4319199389,0.9610096262,0.9074,0.7651411407,0.7072,0.5803945491,0.5991,0.3676658882,0.5296694893,0.6272340553
1469,0.3558,0.8212,0.4326070528,0.9606553653,0.9076,0.7668884598,0.7084,0.5825045354,0.5991,0.3682422208,0.5301465187,0.6285331024
1470,0.3559,0.8211,0.433294769,0.9599623796,0.9075,0.7685765963,0.7096,0.5847289829,0.5993,0.3687321729,0.5306365458,0.6299103222
1471,0.356,0.8211,0.4340026446,0.9591445901,0.9074,0.7700917834,0.7109,0.586981151,0.5995,0.3691451169,0.5311111096,0.6312980319
1472,0.3561,0.8212,0.4347493357,0.9584214348,0.9073,0.771319587,0.7123,0.5891736224,0.6,0.3694922333,0.5315413221,0.632628317
1473,0.3562,0.8214,0.4355534981,0.958012352,0.9073,0.772145573,0.7135,0.5912189796,0.6005,0.3697847023,0.5318982954,0.6338332625
1474,0.3562,0.8219,0.4364294322,0.9581280331,0.9075,0.7724617879,0.7147,0.593034314,0.6012,0.3700345875,0.5321552765,0.634848343
1475,0.3563,0.8226,0.4372912566,0.9587780016,0.9079,0.7723093292,0.7158,0.5946404173,0.6019,0.3702742655,0.5323346179,0.6356869789
1476,0.3564,0.8234,0.4379529085,0.9597706121,0.9084,0.7718783456,0.7167,0.5961617819,0.6026,0.3705564263,0.5325077776,0.6364405371
1477,0.3565,0.824,0.4382239693,0.960905473,0.909,0.7713654663,0.7176,0.5977274087,0.6033,0.3709346426,0.5327483484,0.6372037736
1478,0.3566,0.8243,0.4379140204,0.9619821927,0.9096,0.7709673204,0.7183,0.5994662986,0.6038,0.3714624876,0.5331299234,0.6380714443
1479,0.3567,0.8243,0.4368409821,0.962805109,0.9102,0.7708744107,0.7189,0.6015021499,0.604,0.3721898045,0.5337228013,0.6391347149
1480,0.3568,0.8238,0.4350145676,0.963287339,0.9106,0.7711363365,0.7194,0.6038366955,0.604,0.3730806538,0.534521517,0.6404021777
1481,0.3569,0.8232,0.4326362833,0.9634507785,0.911,0.7716617932,0.7198,0.6063497033,0.6039,0.3740133135,0.5354448409,0.6417998518
1482,0.357,0.8228,0.4299159743,0.963322053,0.9111,0.7723533498,0.7203,0.6089156383,0.6036,0.3748623318,0.5364082497,0.6432501659
1483,0.3571,0.8229,0.4270634858,0.9629277882,0.9111,0.7731135756,0.7208,0.6114089657,0.6034,0.3755022568,0.5373272198,0.6446755487
1484,0.3572,0.8236,0.4242872905,0.9622977859,0.9109,0.7738473102,0.7214,0.6137086596,0.6032,0.3758132438,0.5381193572,0.6460003397
1485,0.3573,0.8249,0.4217642932,0.9615349054,0.9104,0.774511618,0.7222,0.6157974025,0.6031,0.3758044127,0.5387512447,0.6471928192
1486,0.3573,0.8266,0.4196398308,0.9608150632,0.9099,0.7751157876,0.7231,0.6177615853,0.6031,0.3756138478,0.539238442,0.6482652092
1487,0.3574,0.8283,0.4180578678,0.9603173524,0.9094,0.7756713782,0.7242,0.6196921081,0.6031,0.3753852406,0.5395986382,0.6492316418
1488,0.3575,0.8297,0.4171623686,0.960220866,0.909,0.7761899493,0.7253,0.6216798708,0.603,0.3752622825,0.5398495224,0.6501062494
1489,0.3575,0.8304,0.4170926551,0.960694868,0.9087,0.7766831394,0.7266,0.6238113996,0.6029,0.3753840383,0.540009273,0.650902616
1490,0.3576,0.8303,0.4178812666,0.9616825546,0.9086,0.7771644108,0.7279,0.6260726207,0.6026,0.3757831565,0.5401073233,0.6516217172
1491,0.3577,0.8298,0.4194539602,0.9629010543,0.9087,0.7776490495,0.7292,0.6283488601,0.6024,0.37638587,0.5401843611,0.6522519196
1492,0.3578,0.829,0.4217318501,0.9640576667,0.9088,0.7781524208,0.7305,0.6305210703,0.6023,0.3771137845,0.5402815635,0.652781042
1493,0.3579,0.8282,0.4246360509,0.9648596914,0.9088,0.7786898901,0.7316,0.6324702034,0.6023,0.377888506,0.5404401079,0.6531969029
1494,0.3579,0.8276,0.4280869768,0.9650250958,0.9087,0.7792763425,0.7326,0.6340832121,0.6025,0.3786327612,0.5406993591,0.6534899801
1495,0.358,0.8272,0.4319889455,0.9645172148,0.9086,0.7799156225,0.7333,0.6353850567,0.603,0.3792950577,0.5410570007,0.65371191
1496,0.3581,0.8271,0.4362301771,0.9635447501,0.9085,0.7806005337,0.7338,0.6365387051,0.6037,0.3798496842,0.5414690348,0.653975488
1497,0.3582,0.8271,0.4406981924,0.9623270716,0.9085,0.7813233995,0.734,0.6377131256,0.6043,0.3802720499,0.5418896512,0.6543961684
1498,0.3582,0.8272,0.4452805116,0.9610835492,0.9087,0.7820765435,0.734,0.6390772864,0.605,0.3805375644,0.5422730397,0.6550894057
1499,0.3583,0.8273,0.4498652562,0.9600290958,0.9092,0.7828498763,0.7338,0.6407920187,0.6056,0.380624226,0.5425756053,0.6561637578
1500,0.3584,0.8274,0.4543543645,0.9592761126,0.9101,0.7835778134,0.7334,0.6428310021,0.606,0.3805695798,0.542804702,0.6575691619
1501,0.3585,0.8274,0.4586635921,0.9588344891,0.9111,0.7841392746,0.733,0.6449807646,0.6064,0.3804707173,0.5430186327,0.6590969348
1502,0.3586,0.8272,0.4627092951,0.9587096581,0.9122,0.7844107673,0.7328,0.6470196971,0.6066,0.3804273191,0.5432779155,0.6605314969
1503,0.3586,0.8268,0.4664078299,0.958907052,0.9133,0.7842687984,0.7327,0.6487261904,0.6068,0.380539066,0.5436430684,0.6616572683
1504,0.3587,0.8261,0.469678905,0.9594280967,0.9142,0.7835984947,0.7332,0.649888198,0.6069,0.380901815,0.5441720507,0.6622679578
1505,0.3588,0.8252,0.4725193286,0.9601820608,0.9149,0.7824832286,0.734,0.6505136095,0.607,0.3815234846,0.5448639692,0.6623709116
1506,0.3588,0.8244,0.4750030092,0.9609860559,0.9154,0.7812046189,0.735,0.650830251,0.6071,0.3823240545,0.5456590783,0.662187113
1507,0.3589,0.8237,0.4772072072,0.9616531869,0.9159,0.7800529036,0.7361,0.6510755112,0.6073,0.3832196809,0.5464950736,0.6619468339
1508,0.359,0.8235,0.4792091832,0.9619965587,0.9163,0.7793183207,0.7371,0.6514867785,0.6075,0.3841265201,0.5473096506,0.6618803461
1509,0.3591,0.8239,0.4810828311,0.9618385204,0.9169,0.7792794974,0.7378,0.6522929566,0.6078,0.3849615333,0.5480414763,0.6622096247
1510,0.3592,0.8249,0.4828246165,0.9612140473,0.9175,0.7799480127,0.7381,0.6535277964,0.6081,0.3856601929,0.5486515607,0.6629658187
1511,0.3593,0.8261,0.4843535767,0.9603707398,0.9181,0.781068397,0.7382,0.6550298963,0.6085,0.3861764831,0.5491232564,0.6639892504
1512,0.3594,0.8274,0.4855853824,0.959565443,0.9188,0.7823735701,0.7382,0.6566293698,0.6088,0.3864651929,0.5494408877,0.6651119457
1513,0.3595,0.8284,0.4864357042,0.9590550022,0.9195,0.7835964516,0.7381,0.6581563301,0.6091,0.3864811112,0.5495887786,0.6661659303
1514,0.3595,0.8289,0.4868252807,0.9590845182,0.9202,0.7844776885,0.7381,0.6594471456,0.6092,0.3861840725,0.5495536724,0.6669894205
1515,0.3596,0.8288,0.486791412,0.9596289712,0.9208,0.784935655,0.7382,0.6604820448,0.6091,0.3856499578,0.5493779481,0.6675630173
1516,0.3597,0.8283,0.4864879591,0.960393221,0.9214,0.7850664525,0.7384,0.6613851168,0.6089,0.3850706951,0.5491596207,0.6680097059
1517,0.3598,0.8279,0.4860738512,0.961070383,0.9218,0.7849739099,0.7389,0.6622867054,0.6088,0.3846432576,0.548999124,0.6684586624
1518,0.3598,0.8276,0.4857080174,0.9613535727,0.9221,0.7847618557,0.7395,0.6633171544,0.6086,0.3845646186,0.5489968919,0.6690390628
1519,0.3599,0.8277,0.4855419802,0.9609499171,0.9222,0.7845330862,0.7404,0.6646018984,0.6086,0.3850224726,0.5492487219,0.6698743974
1520,0.3599,0.8283,0.4855569079,0.9598888113,0.9221,0.7843666517,0.7415,0.666153461,0.6087,0.3859911022,0.5497437726,0.670957385
1521,0.36,0.8292,0.4855636148,0.9585219186,0.9219,0.7843178558,0.7426,0.6678714545,0.609,0.3872313778,0.550364564,0.6721499731
1522,0.36,0.8301,0.4853655086,0.9572149139,0.9217,0.7844409702,0.7437,0.6696505822,0.6093,0.3884948912,0.5509889796,0.6733084236
1523,0.3601,0.8309,0.4847659969,0.9563334719,0.9217,0.7847902661,0.7445,0.6713855472,0.6096,0.3895332341,0.5514949028,0.6742889982
1524,0.3601,0.8314,0.4835776969,0.9562290888,0.9218,0.7854162028,0.7449,0.6729739826,0.61,0.3901073952,0.5517648571,0.6749537923
1525,0.3601,0.8315,0.4818250423,0.9569271486,0.9222,0.7862815535,0.745,0.6743809044,0.6103,0.3901944953,0.5517880893,0.6752990749
1526,0.3602,0.8313,0.4797442838,0.9581269229,0.9226,0.7872614062,0.7449,0.675638712,0.6106,0.3899877869,0.5516605692,0.6754552882
1527,0.3602,0.8309,0.4775808814,0.9595135049,0.9229,0.7882270362,0.7446,0.6767827345,0.6109,0.3896899195,0.5514829066,0.6755587084
1528,0.3603,0.8303,0.4755802951,0.9607719876,0.9231,0.7890497189,0.7444,0.677848301,0.6111,0.3895035429,0.5513557116,0.6757456113
1529,0.3603,0.8297,0.4739806408,0.9615962772,0.9229,0.7896047209,0.7443,0.6788696156,0.6112,0.3896243183,0.5513767162,0.6761465755
1530,0.3603,0.829,0.4728511179,0.9618829834,0.9225,0.7898591037,0.7444,0.6798550081,0.6112,0.3900871782,0.551577467,0.6767611359
1531,0.3604,0.8285,0.4720920094,0.9617314193,0.9219,0.7898717243,0.7446,0.6807869342,0.6111,0.3907663261,0.5519233241,0.6774577839
1532,0.3604,0.8281,0.4715962544,0.9612497113,0.9212,0.7897054306,0.745,0.6816467244,0.611,0.3915289771,0.5523767703,0.6780993133
1533,0.3604,0.828,0.4712567916,0.9605459858,0.9204,0.7894230705,0.7455,0.6824157093,0.6109,0.3922423466,0.5529002882,0.6785485181
1534,0.3605,0.8281,0.4709665599,0.959728369,0.9198,0.7890874921,0.7461,0.6830752197,0.6108,0.3927736497,0.5534563606,0.6786681921
1535,0.3605,0.8285,0.4706589941,0.9589013821,0.9193,0.7887526735,0.7468,0.6836159914,0.6107,0.3930299451,0.5540095455,0.6783720027
1536,0.3605,0.8292,0.4704295127,0.9581551241,0.9191,0.7884371141,0.7475,0.6840663828,0.6106,0.3930776655,0.5545327025,0.677777111
1537,0.3605,0.8301,0.47041403,0.957576089,0.9189,0.7881504438,0.7482,0.6844641574,0.6105,0.393023087,0.5550007666,0.6770515518
1538,0.3606,0.831,0.4707484601,0.9572507706,0.919,0.7879022923,0.7489,0.6848470789,0.6105,0.3929724855,0.555388673,0.6763633597
1539,0.3606,0.8319,0.4715687176,0.9572656627,0.9192,0.7877022892,0.7495,0.6852529109,0.6105,0.3930321373,0.5556713565,0.6758805695
1540,0.3606,0.8326,0.4730107166,0.9577072593,0.9196,0.7875600644,0.75,0.6857194171,0.6105,0.3933083184,0.5558237522,0.6757712158
1541,0.3606,0.8332,0.4751688449,0.9586204421,0.9201,0.7874840862,0.7505,0.6862821577,0.6106,0.3938710905,0.5558333021,0.6761512945
1542,0.3606,0.8335,0.4779713835,0.9598836453,0.9206,0.7874781767,0.7508,0.6869678801,0.6106,0.3946456577,0.5557374757,0.6769286463
1543,0.3606,0.8337,0.4813050867,0.9613336908,0.9212,0.787544997,0.751,0.6878011284,0.6107,0.3955210097,0.5555862493,0.677959073
1544,0.3606,0.8338,0.485056709,0.9628074008,0.9217,0.7876872077,0.7512,0.6888064467,0.6108,0.3963861363,0.5554295996,0.6790983764
1545,0.3606,0.8337,0.4891130048,0.9641415973,0.9222,0.7879074697,0.7512,0.6900083789,0.6109,0.3971300272,0.5553175028,0.6802023585
1546,0.3606,0.8335,0.4933607284,0.9651731024,0.9225,0.7882084439,0.7512,0.6914314691,0.611,0.3976416722,0.5552999356,0.681126821
1547,0.3606,0.8333,0.4977016987,0.965776817,0.9225,0.78858479,0.7512,0.6930766512,0.6111,0.397847341,0.5554136125,0.6817652154
1548,0.3606,0.8331,0.502097992,0.9659799581,0.9225,0.7889991637,0.7511,0.6948504175,0.6111,0.3978224241,0.5556422016,0.6821615912
1549,0.3606,0.8328,0.5065267492,0.9658478216,0.9223,0.7894062194,0.751,0.6966356504,0.6112,0.3976795917,0.5559561093,0.6823976476
1550,0.3606,0.8325,0.5109651109,0.9654457034,0.922,0.7897606117,0.751,0.6983152322,0.6112,0.3975315142,0.5563257418,0.6825550835
1551,0.3606,0.8323,0.5153902181,0.9648388994,0.9217,0.7900169952,0.7511,0.6997720451,0.6112,0.3974908621,0.5567215054,0.6827155981
1552,0.3606,0.8321,0.5197792115,0.9640927054,0.9214,0.7901300244,0.7512,0.7008889713,0.6112,0.3976703058,0.5571138064,0.6829608906
1553,0.3606,0.8319,0.5241073251,0.963265526,0.9212,0.7900719395,0.7515,0.7015860256,0.6111,0.3981477344,0.5574781196,0.6833501182
1554,0.3606,0.8318,0.5283421653,0.9623882001,0.9211,0.7898853232,0.7519,0.7019317532,0.611,0.3988619122,0.557810193,0.6838522718
1555,0.3606,0.8318,0.5324494319,0.9614846756,0.921,0.7896303442,0.7523,0.7020318316,0.6109,0.3997168223,0.5581108434,0.6844138005
1556,0.3605,0.8319,0.5363948247,0.9605789,0.9209,0.7893671708,0.7528,0.7019919386,0.6107,0.4006164476,0.5583808872,0.6849811534
1557,0.3605,0.8323,0.5401440431,0.9596948211,0.9208,0.7891559715,0.7532,0.7019177517,0.6106,0.4014647713,0.558621141,0.6855007794
1558,0.3605,0.8328,0.5436627871,0.9588563864,0.9207,0.7890569147,0.7536,0.7019149485,0.6105,0.4021657763,0.5588324214,0.6859191277
1559,0.3605,0.8335,0.5469326996,0.9580837685,0.9206,0.7891136814,0.7539,0.7020683469,0.6104,0.4026488899,0.5590153564,0.6861994233
1560,0.3604,0.8343,0.5499991973,0.9573820386,0.9204,0.789304002,0.7541,0.7023793252,0.6103,0.4029453165,0.5591698194,0.6863719944
1561,0.3604,0.8352,0.5529236403,0.9567524931,0.9203,0.7895891194,0.7543,0.702828402,0.6103,0.4031117045,0.5592954952,0.6864839453
1562,0.3604,0.8359,0.5557673886,0.9561964279,0.9202,0.7899302766,0.7544,0.7033960957,0.6103,0.4032047024,0.5593920686,0.6865823802
1563,0.3603,0.8364,0.5585918024,0.9557151392,0.92,0.7902887164,0.7544,0.7040629248,0.6104,0.4032809588,0.5594592244,0.6867144033
1564,0.3603,0.8365,0.5614582418,0.9553099233,0.9199,0.7906256819,0.7543,0.7048094079,0.6105,0.4033971222,0.5594966475,0.6869271187
1565,0.3602,0.8363,0.5644093936,0.9549828256,0.9199,0.7909081502,0.7542,0.7056139085,0.6106,0.4035959411,0.5595048656,0.6872530077
1566,0.3602,0.8356,0.5674132526,0.9547388894,0.9198,0.7911260363,0.754,0.7064461693,0.6108,0.403864564,0.5594877786,0.6876660598
1567,0.3601,0.8348,0.5704191403,0.9545839075,0.9198,0.7912749896,0.7539,0.7072737783,0.611,0.4041762394,0.5594501292,0.6881256414
1568,0.3601,0.8339,0.5733763783,0.9545236724,0.9199,0.7913506592,0.7538,0.7080643233,0.6113,0.4045042159,0.5593966603,0.6885911191
1569,0.36,0.833,0.5762342881,0.9545639768,0.92,0.7913486946,0.7537,0.7087853922,0.6115,0.404821742,0.5593321146,0.6890218593
1570,0.36,0.8324,0.5789421913,0.9547106135,0.9202,0.7912647451,0.7538,0.7094045728,0.6117,0.4051020663,0.5592612349,0.6893772286
1571,0.3599,0.832,0.5814511609,0.954968622,0.9204,0.7910952116,0.754,0.7098908884,0.6119,0.4053196041,0.5591888653,0.6896180392
1572,0.3598,0.832,0.5837525537,0.9553257228,0.9208,0.7908537845,0.7543,0.7102463803,0.612,0.4054756064,0.5591221761,0.6897383581
1573,0.3597,0.8322,0.5858780099,0.9557523165,0.9211,0.7905714435,0.7547,0.7105061074,0.6121,0.4055981601,0.5590706643,0.6897655065
1574,0.3597,0.8326,0.5878609216,0.9562180512,0.9215,0.7902799199,0.7552,0.7107065643,0.6122,0.405716519,0.559043928,0.6897282517
1575,0.3596,0.833,0.5897346806,0.9566925748,0.9218,0.790010945,0.7557,0.7108842455,0.6122,0.4058599368,0.5590515655,0.6896553609
1576,0.3595,0.8335,0.5915326788,0.957145535,0.922,0.7897962501,0.7562,0.7110756454,0.6122,0.406057667,0.5591031748,0.6895756012
1577,0.3594,0.834,0.593288308,0.9575465797,0.9222,0.7896675668,0.7568,0.7113172587,0.6121,0.4063389634,0.559208354,0.6895177399
1578,0.3593,0.8343,0.5950345826,0.9578663964,0.9222,0.7896557353,0.7573,0.7116447215,0.612,0.4067317912,0.5593761036,0.689509826
1579,0.3592,0.8344,0.5967958358,0.9580995823,0.9221,0.7897711048,0.7577,0.7120739256,0.6118,0.4072344839,0.5596016772,0.689563393
1580,0.3591,0.8344,0.5985877192,0.9582646443,0.9219,0.7900035331,0.7581,0.7126010189,0.6116,0.4078157424,0.5598665816,0.6896734583
1581,0.359,0.8344,0.600425507,0.9583811287,0.9217,0.7903419873,0.7584,0.7132212906,0.6114,0.4084429798,0.5601517261,0.6898343214
1582,0.3589,0.8343,0.6023244733,0.9584685821,0.9215,0.7907754343,0.7586,0.7139300302,0.6112,0.4090836088,0.5604380196,0.6900402817
